statename,unique_id,reporter,address,city,state,zip_code,county,avert_region,lat,lon,first_permit_issue_year,latest_permit_issue_year,data_center_construct_year,new_permit_or_existing_update,number_of_buildings,company,brand,brand_source_url,private_equity_or_asset_manager,private_equity_or_asset_manager_source,generator_type,of_tier_2,of_tier_3,of_tier_4,vocs_tpy,nox_tpy,co_tpy,sox_tpy,pm_tpy,pm2_5_tpy,pm10_tpy,co2e_tpy,rate_capacity_original,total_generator_rate_capacity_kw,estimate_power_consumption_in_kw_hr_calculated_30,estimate_power_consumption_in_kw_hr_calculated_50,estimate_power_consumption_in_kw_hr_calculated_60,size_category_at_30,size_category_at_50_capacity_large_vs_small,size_category_at_50_capacity,size_category_at_60,reporter_notes,page,size_capacity_over_100_mw,records_link,water_stress,water_requested,daily_water_consumption_gallons,annual_water_consumption_gallons,water_notes,water_record_link,number_of_epa_enforcements,total_penalties_assessed,primary_law,case_status_desc,major_basin_name,minor_basin_name,aquifer_name,us_environmental_justice_concern,state_environmental_justice_concern,total_population_within_1_mile_of_site,us_percentile_for_ej_index_for_particulate_matter,us_percentile_for_ej_index_for_ozone,us_percentile_for_ej_index_for_nitrogen_dioxide_no2,us_percentile_for_ej_index_for_diesel_particulate_matter,us_percentile_for_ej_index_for_toxic_releases_to_air,us_percentile_for_ej_index_for_traffic_proximity_and_volume,us_percentile_for_ej_index_for_lead_paint_indicator,us_percentile_for_ej_index_for_superfund_proximity,us_percentile_for_ej_index_for_rmp_proximity,us_percentile_for_ej_index_for_hazardous_waste_proximity,us_percentile_for_ej_index_for_underground_storage_tanks_ust_indicator,us_percentile_for_ej_index_for_wastewater_discharge_indicator,us_percentile_for_ej_index_for_drinking_water_non_compliance,state_percentile_for_ej_index_for_particulate_matter,state_percentile_for_ej_index_for_ozone,state_percentile_for_ej_index_for_nitrogen_dioxide_no2,state_percentile_for_ej_index_for_diesel_particulate_matter,state_percentile_for_ej_index_for_toxic_releases_to_air,state_percentile_for_ej_index_for_traffic_proximity_and_volume,state_percentile_for_ej_index_for_lead_paint_indicator,state_percentile_for_ej_index_for_superfund_proximity,state_percentile_for_ej_index_for_rmp_proximity,state_percentile_for_ej_index_for_hazardous_waste_proximity,state_percentile_for_ej_index_for_underground_storage_tanks_ust_indicator,state_percentile_for_ej_index_for_wastewater_discharge_indicator,state_percentile_for_ej_index_for_drinking_water_non_compliance,population_within_1_mile_radius_10_000,population_within_1_mile_radius_5_000,estimated_at_2n,estimated_at_n_1,estimated_at_2n_in_twh,estimated_at_n_1_in_twh,estimated_data_center_electricity_use_in_terrawatt_hours_a_year_at_50_capacity,estimated_data_center_electricity_use_in_megawatt_hours_at_50_capacity,,large_facilites,facilities_note
California,351,Narimes,"60 East Brokaw Rd, San Jose CA 95112",San Jose,CA,95112,Santa Clara,California,37.37390937,-121.9173551,2018,2021,,Existing update,,Google LLC,Google,in the name itself,,,Cummins,,,,0.048,0.925,0.249,0.002,0.034,0.034,0.034,,1121 HP,836,251,418,502,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"five emergency generators, three rated at 208 HP each, one rated at 173 HP and 324 HP",rows 9172-9176,,ICE Data 3-5-2024 (list of all backup generators from Bay ARea AQMD).xlsx ; 60 e brokaw emis.png,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,California,Coyote,-,yes,no,2738.0,88,82,85,86,45,89,57,90,79,89,0,86,0,51,35,80,70,49,86,45,84,66,87,0,73,0,"fewer than 10,000","fewer than 5,000",208.98,334.37,0.002,0.003,0,0.42,271.67,not a hyperscaler,
California,364,Narimes,"2600 Camino Ramon, San Ramon CA 94583",San Ramon,CA,94583,Contra Costa,California,37.7667031,-121.9634181,2002,2002,,New,,Pacific Bell,Pacific Bell,,,,Caterpillar,,,,0.035,0.494,0.107,0,0.007,0.007,0.007,,1450 HP,1081,324,541,649,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,one caterpillar emergency generator at 1450 HP each,row 1749,,ICE Data 3-5-2024 (list of all backup generators from Bay ARea AQMD).xlsx ; 2600 camino ramon emissions.png,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,California,San Francisco Bay,-,no,no,11527.0,74,62,50,47,45,63,22,0,0,70,0,13,0,40,20,22,17,43,31,17,0,0,38,0,18,0,"More than 10,000","More than 5,000",270.25,432.4,0.002,0.004,0,0.54,351.33,not a hyperscaler,
California,378,Narimes,"2145 Hamilton Ave, San Jose CA 95125",Santa Clara,CA,95125,Santa Clara,California,37.29555283,-121.9297584,2007,2015,,Existing update,,eBay / WPR,eBay,in the name itself,,,"Cummins, Generac",,,,-,,,-,,,,,1527.87 HP,1139,342,570,684,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"three emergeny generators rated at 750 HP, 470 HP, and 307.87 HP",rows 3967-3969,,ICE Data 3-5-2024 (list of all backup generators from Bay ARea AQMD).xlsx,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,California,Coyote,-,no,no,26642.0,76,69,61,73,18,77,59,79,56,77,0,20,0,31,25,37,50,22,67,46,65,37,62,0,24,0,"More than 10,000","More than 5,000",284.83,455.73,0.002,0.004,0,0.57,370.28,not a hyperscaler,
California,403,Narimes,"249 E Grand Ave, South San Francisco CA 94080",South San Francisco,CA,94080,San Mateo,California,37.65470977,-122.3958052,2008,2008,,New,,"Alexandria Real Estate Equities, Inc","Alexandria Real Estate Equities, Inc",real estate investment trust: https://www.forbes.com/companies/alexandria-real-estate-equities/,,,Cummins,,,,0.003,0.056,0.007,0,0.001,0.001,0.001,,1490 HP,1111,333,556,667,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,one emergency generator rated at 1490 HP,row 7750,,ICE Data 3-5-2024 (list of all backup generators from Bay ARea AQMD).xlsx ; 249 E Grand emissions.png,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,California,San Francisco Bay,-,yes,no,6938.0,90,0,83,77,59,91,85,84,28,92,0,87,0,29,8,70,45,61,82,78,69,20,82,0,71,0,"fewer than 10,000","More than 5,000",277.77,444.44,0.002,0.004,0,0.56,361.1,not a hyperscaler,
California,410,Narimes,"7576 N Del Mar Ave, Fresno CA 93711",Fresno,CA,93711,San Joaquin,California,36.84819257,-119.7952817,2016,2024,,Existing update,,Level 3 Communications LLC,Lumen Technologies,https://news.lumen.com/CenturyLink-to-acquire-Level-3-Communications,,,Cummins,,,,-,0.3,0.0,0,0.0,,0.007,,1490 BHP,1111,333,556,667,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"1,490 BHP (intermittent) Cummins model QST30-G5 (S/N 37237714) Tier 2 certified diesel-fired emergency standby IC engine powering an electrical generator",,,ATC C-3117-4-0.pdf ; PTOs C-3117-1-0 and -4-0.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,California,Middle San Joaquin/ Chowchilla / Fresno / Panoche,California Central Valley Aquifer System,yes,no,9847.0,92,92,79,89,88,83,66,89,68,85,0,0,0,87,74,63,78,88,55,53,81,48,49,0,0,0,"fewer than 10,000","More than 5,000",277.75,444.4,0.002,0.004,0,0.56,361.08,not a hyperscaler,
California,412,Narimes,"1224 13th St, Modesto CA 95354",Modesto,CA,95354,San Joaquin,California,37.64554779,-121.0002082,1999,1999,,New,,Level 3 Communications LLC,Lumen Technologies,https://news.lumen.com/CenturyLink-to-acquire-Level-3-Communications,,,Detroit Diesel,,,,-,,,-,,,,,1495 BHP,1115,334,557,669,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"1495 HP Diesel fired emergency IC engine, Detroit diesel model #R163-7K06 driving a 1000kW electric generator",,,ATC N-4248-1-0.pdf ; PTO N-4248-1-0.pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,California,Upper Stanislaus,California Central Valley Aquifer System,yes,no,12571.0,93,92,82,90,67,88,90,92,90,88,0,10,0,88,66,65,77,67,67,86,87,82,59,0,17,0,"More than 10,000","More than 5,000",278.71,445.93,0.002,0.004,0,0.56,362.32,not a hyperscaler,
California,413,Narimes,"2020 P St, Bakersfield CA 93301",Bakersfield,CA,93301,San Joaquin,California,35.37800896,-119.0114449,1999,1999,,New,,Level 3 Communications LLC,Lumen Technologies,https://news.lumen.com/CenturyLink-to-acquire-Level-3-Communications,,,Detroit Diesel,,,,0.06,5.0735,3.09,0.1095,,,0.049,,1232 BHP,919,276,459,551,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,1232 HP Detroit diesel model 8163-7416 diesel fired emergency IC engine powering 825 kW electric generator,,,ATC S-3541-1-0.pdf ; PTO S-3541-1-0.pdf,Extremely High (>80%),denied,-,-,-,-,-,-,-,-,California,King / Kaweah / Deer / Poso / Kern / Tulare Lake / Buena Vista Lake,California Central Valley Aquifer System,yes,yes,10763.0,98,98,96,98,46,97,92,0,94,96,0,0,0,97,94,96,96,53,85,90,0,88,75,0,0,0,"More than 10,000","More than 5,000",229.68,367.48,0.002,0.003,0,0.46,298.58,not a hyperscaler,
California,426,Narimes,"803 11th Ave, Sunnyvale CA 94089",Sunnyvale,CA,94089,Santa Clara,California,37.40383229,-122.0315715,2018,2018,,New,,Tech Corners Campus LLC,Tech Corners,https://www.tech-corners.com/; https://static.bizprofile.net/4/3/2/1/3/0/4321308.pdf,,,Caterpillar,,,,51,0.962,0.726,0.002,0.044,0.044,0.044,,1202 HP,896,269,448,538,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,two emergency generator rated at 601 HP each,rows 9177-9178,,ICE Data 3-5-2024 (list of all backup generators from Bay ARea AQMD).xlsx ; 803 11th ave emis.png,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,California,Coyote,-,no,no,8432.0,85,70,75,74,37,85,62,88,58,86,0,88,0,38,26,57,44,43,76,49,83,36,82,0,85,0,"fewer than 10,000","More than 5,000",224,358.4,0.002,0.003,0,0.45,291.2,not a hyperscaler,
"Washington, DC",480,Narimes,"1220 L St NW, Washington DC 20002",Washington,DC,20002,District of Columbia,Mid-Atlantic,38.90355693,-77.02911041,2021,2021,,New,,Verizon Washington DC Inc.,Verizon,name in permit,,,,,,,-,,,-,,,,,1474 HP,1099,330,550,659,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,one 1474 HP diesel-fired engine (backstop),1,,7048-SC-0155-R1_Verizon_Wash._DC__1220_L_St_NW.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Catoctin,Gulf Coastal Plains Aquifer System,no,no,60808.0,29,54,75,74,40,75,63,75,50,77,74,75,0,61,55,79,79,59,76,32,47,49,83,56,68,0,"More than 10,000","More than 5,000",274.75,439.6,0.002,0.004,0,0.55,357.18,not a hyperscaler,
Indiana,603,Ellen,"720 West 11th Street, Auburn, Indiana 46706",Auburn,IN,46706,DeKalb,Midwest,41.36506823,-85.06597759,2015,2019,,Existing update,1.0,Cooper Standard Automotive Inc.,Cooper Standard,https://www.marklines.com/en/top500/cooper-standard-holdings#:~:text=Cooper%2DStandard%20Holdings%20Inc.,,,,,,,-,,,-,,,,,,1133,340,567,680,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"Two (2) emergency diesel-fired generators, constructed in January 2005, each with a maximum capacity rate of 760 hp, using no controls, and exhausting indoors.",,,Cooper Standard Automotive Incorporated.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,St Lawrence,St Josepth,-,no,no,5775.0,32,43,39,39,50,25,43,0,46,48,49,32,0,8,46,44,42,45,35,43,0,47,57,48,28,0,"fewer than 10,000","More than 5,000",283.37,453.39,0.002,0.004,0,0.57,368.38,not a hyperscaler,
Kansas,614,Yuheng,"15721 College Blvd, Lenexa, KS 66219",Lenexa,KS,66219,Johnson,Central,38.92706646,-94.7682598,2021,2021,,New,,Databank LTD - Southlake,DataBank,in the name itself,DigitalBridge,https://www.digitalbridge.com/portfolio,Cummins,,,,0.7,5.1,6.3,-,0.3,,,,1350,1007,302,503,604,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"One (1) 1,350 hp, Cummins Model No. 750DQFAA, diesel-fired emergency generator, Serial No., K080222872, Date of Manufacture: 2008",,,Databank Southlake (Air) 15621 College Blvd.pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Lower Kansas,-,no,no,1401.0,46,26,54,48,61,49,15,65,55,58,51,37,0,59,35,67,64,64,65,12,77,54,70,53,42,0,"fewer than 10,000","fewer than 5,000",251.67,402.68,0.002,0.004,0,0.5,327.18,not a hyperscaler,
Maryland,635,Narimes,"111 Market Pl #910, Baltimore MD 21202",Baltimore,MD,21202,Baltimore City,New England,39.28755099,-76.60617755,1999,1999,,New,,MCI Telecommunications Corporation,Verizon,see Verizon press release,,,Cummins,,,,-,,,-,,,,,,750,225,375,450,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,one emergency generator rated at 750 kW capacity. - logged as part of backstop,,,510-3239 MCI.pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Gunpowder / Patapsco,Gulf Coastal Plains Aquifer System,no,no,38954.0,34,76,85,82,74,83,77,83,86,86,82,87,0,69,88,86,84,86,85,75,80,86,86,84,88,0,"More than 10,000","More than 5,000",187.5,300,0.002,0.003,0,0.38,243.75,not a hyperscaler,
Maine,639,Yuheng,"340 Cumberland Ave, Portland, ME 04101",Portland,ME,4101,Cumberland,New England,43.65815685,-70.26123946,2018,2024,,New,,CADC Portland 340 LLC,Northland Management,https://drive.google.com/file/d/1QSdcqBu3wGa4E_ls6Hlc0-7TmOMARiKn/view,Northland Management,https://www.northlandus.com/portfolio,,,,,0.1,1.4,0.4,0.1,0.1,,0.1,,,700,210,350,420,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"2 distillate fuel generators with 0.0015% sulfur: Gen1@ 200 kW, Gen2@ 500 kW",,,A1138,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,Atlantic Ocean Seaboard,Presumpscot,-,no,yes,24428.0,22,26,67,66,38,68,73,0,72,73,70,25,86,97,96,94,96,93,95,93,0,96,95,94,72,96,"More than 10,000","More than 5,000",175,280,0.002,0.002,0,0.35,227.5,not a hyperscaler,
Minnesota,650,Narimes,"13490 Bass Lake Rd, Maple Grove, MN 55311-3634",Maple Grove,MN,55311,Hennepin,Midwest,45.0694962,-93.4510426,2023,2023,,New,,Data Recognition Corp,Data Recognition Corporation,"NP: a survey administration firm - educational assessment publication, administration, and reporting: https://www.datarecognitioncorp.com/. They perform large-scale data collection.",,,Caterpillar,,,,0.27,8.87,2.59,3.08,0.39,0.39,,497.0,,1000,300,500,600,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"One 1,000 kW Caterpillar diesel engine, with peak shaving capability",2,,Data Recognition Corp_Permit_1.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Twin Cities,-,no,no,8513.0,19,28,54,50,45,47,26,63,43,52,47,12,0,63,71,70,68,65,65,31,66,48,70,65,31,0,"fewer than 10,000","More than 5,000",250,400,0.002,0.004,0,0.5,325,not a hyperscaler,
Missouri,661,Narimes,"10234 MARION PARK DRIVE, Kansas City, MO 64137",Kansas City,MO,64137,Jackson,Central,38.94217887,-94.53179291,2018,2018,,New,,Oracle US / Realization Campus,Oracle,in the name itself,,,,,,,5,39.0,,39,,,9.0,,,750,225,375,450,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"transfer and operation of three boilers (21, 21, 12.553 MMBtu/hr) and one emergency genrator (750 kW) from Sanofi Aventis to Cerner Properties at M Building that is part of the facilities",,,RC_CP1275_from_Health_dept..pdf ; 2018-02-018.pdf ; 2018-02-019__Cerner_Realization_Campus.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Lower Missouri / Crooked,-,no,no,6087.0,74,59,75,78,89,76,80,0,0,77,76,56,0,83,74,87,87,89,87,84,0,0,84,83,52,0,"fewer than 10,000","More than 5,000",187.5,300,0.002,0.003,0,0.38,243.75,not a hyperscaler,
New Hampshire,699,Hannah,"11 Northeastern Blvd, Salem, NH 03079",Salem,NH,3079,Rockingham,New England,42.78472841,-71.25202981,2009,2020,,Existing update,,"Automatic Data Processing, Inc.",ADP,name in permit,,,,,,,-,,,-,,,,,,1000,300,500,600,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,,,,Application (1).pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,Atlantic Ocean Seaboard,Merrimack / Concord,-,no,no,2559.0,6,17,43,30,25,43,39,61,45,45,55,41,73,84,85,80,80,76,81,62,67,81,79,78,81,87,"fewer than 10,000","fewer than 5,000",250,400,0.002,0.004,0,0.5,325,not a hyperscaler,
New Jersey,710,Yuheng,"20 30 Kimberly Rd, E Brunswick, NJ 08816",East Brunswick,NJ,8816,Middlesex,Mid-Atlantic,40.44542856,-74.41552165,2021,2021,,New,,Iron Mountain,Iron Mountain,in the name itself,,,,,,,-,,,-,,,,,,1055,317,528,633,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,3 generators in total; 1.2 MMBTU/hr Natural Gas Heater for each,,,PI18310_GEN170001.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Raritan,-,no,no,9230.0,37,61,55,67,61,58,60,78,63,66,70,64,73,45,63,53,56,69,55,51,61,66,57,57,64,55,"fewer than 10,000","More than 5,000",263.76,422.02,0.002,0.004,0,0.53,342.89,not a hyperscaler,
New Jersey,732,Yuheng,"5 Adp Blvd, Roseland, NJ 07068",Roseland,NJ,7068,Essex,Mid-Atlantic,40.81768294,-74.3047047,2018,2018,,New,,CK5 Roseland Partners LLC,Digital Realty,NP: Parent company is Automatic Data Processing Inc: https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043400156,,,,,,,-,,,-,,,,,,910,273,455,546,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,**Permit Expired in 2023; 10.03 MMBTU/Hr Emerg. Gen. (910 kW),,,PI08799_GEN180001.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Hackensack / Passaic,-,no,no,6927.0,32,40,48,54,46,46,51,69,35,51,45,49,74,47,25,47,46,54,45,45,41,39,42,31,50,58,"fewer than 10,000","More than 5,000",227.5,364,0.002,0.003,0,0.46,295.75,not a hyperscaler,
New Jersey,751,Yuheng,"29 Commerce Way, Totowa, NJ 07512",Totowa,NJ,7512,Passaic,Mid-Atlantic,40.90902899,-74.2349043,2018,2018,,New,,CyrusOne,CyrusOne,in the name itself,,,,,,,-,,,-,,,,,,800,240,400,480,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,*Permit Expired in 2023; 7.75 MMBTU/Hr Emerg. Gen. (800 kW),,,PI32437_GEN180001.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Hackensack / Passaic,-,no,no,4234.0,33,42,58,57,46,51,49,70,56,58,61,51,0,49,28,56,50,52,51,45,44,59,54,51,52,0,"fewer than 10,000","fewer than 5,000",200,320,0.002,0.003,0,0.4,260,not a hyperscaler,
Ohio,788,Hannah,"1255 Euclid Ave, Cleveland, OH 44115",Cleveland,OH,44115,Cuyahoga,Mid-Atlantic,41.50110688,-81.6836731,2010,2010,,New,,DataBank Holdings Ltd.,DataBank,https://www.databank.com/data-centers/cleveland/1255-euclid-ave/,,,,,,,-,,,-,,,,,,750,225,375,450,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,Caterpillar-Emergency Electrical Generator - 750 kw/1114 HP (NP searched on online portal),,,Databank Holdings_PBR from portal.png,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,St Lawrence,Cuyahoga,-,yes,yes,15796.0,75,89,87,88,93,88,86,0,88,90,90,87,0,85,93,89,91,90,91,82,0,88,91,92,90,0,"More than 10,000","More than 5,000",187.5,300,0.002,0.003,0,0.38,243.75,not a hyperscaler,
Ohio,798,Hannah,"950 Forrer Blvd, Kettering, OH 45420",Kettering,OH,45420,Montgomery,Mid-Atlantic,39.71537179,-84.15055772,2008,2008,,New,,Retail Finance International Holdings,Retail Finance International Holdings,"Synchrony Financial/Synchrony Bank is the parent company of RFIH https://www.businesswire.com/news/home/20151117006159/en/Synchrony-Financial-Announces-Completion-of-Separation-from-GE#:~:text=GE%20completes%20exchange%20offer%2C%20Synchrony,historic%20day%20for%20Synchrony%20Financial%E2%80%9D",,,Caterpillar,,,,-,,,-,,,,,,750,225,375,450,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,Catapiller 825 hp; 750 kw (NP searched on online portal),,,Retail Finance International Holdings_PBR from portal.png,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Little Miami,-,no,no,18478.0,65,65,68,61,72,59,67,76,54,61,41,64,0,74,71,73,68,69,69,65,86,54,69,44,70,0,"More than 10,000","More than 5,000",187.5,300,0.002,0.003,0,0.38,243.75,not a hyperscaler,
Tennessee,873,Narimes,"7100 Commerce Way #25, Brentwood TN 37027",Brentwood,TN,37027,Williamson,Tennessee,35.97288548,-86.80857531,2022,2022,,New,,Flexential,Flexential,https://www.flexential.com/data-centers/tn/nashville/brentwood-data-center,,,Caterpillar,,,,-,6.44,0.77,0.02,,,,,1502 BHP,1000,300,500,600,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"one 1,000 kW Caterpillar SR4B generator with Caterpillar 3508B (1,502 hp) diesel engine for emergency use (NAS4 Gen 1).",11,,7100 Commerce Way.pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Harpeth,-,no,no,3766.0,28,28,41,47,29,36,20,0,0,37,48,15,0,46,53,54,56,18,53,20,0,0,48,54,17,0,"fewer than 10,000","fewer than 5,000",250,400,0.002,0.004,0,0.5,325,not a hyperscaler,
Texas,922,Yuheng,"County Road 309, Gaines County, TX 79360 (address wasn't provided, I looked it up based on LAT LONG)",,TX,79360,Gaines,Central,32.586978,-102.70441,2023,2023,,New,,Verde Seaboard Partners LP,Seaboard Marine,Verde Bitcoin mining operations' 'data center operation on-site' (from permit),,,Caterpillar,,,,10.41,20.95,18.65,0.02,,0.36,0.36,,1085 HP,798,239,399,479,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"one Caterpillar G3516 engine: 1,085 hp",,,AIR NSR_173409-360615_Permits Public_20230720_Initial Application__6613072_(Nativex).pdf,Extremely High (>80%),-,-,-,-,-,-,-,-,-,Gulf Coast,Monument / Seminole Draws,High Plains-Ogallala Aquifer,no,no,3.0,8,45,12,3,5,17,27,0,50,24,39,21,83,2,17,6,1,6,10,41,0,25,22,16,10,81,"fewer than 10,000","fewer than 5,000",199.5,319.21,0.002,0.003,0,0.4,259.36,not a hyperscaler,
Wisconsin,1115,Ellen,"12001 Braun Rd. Ste. #140, Mt. Pleasant, WI 53771",Mt. Pleasant,WI,53177,Racine,Midwest,42.68394459,-87.93314805,2020,2020,,New,2.0,Fii Data Center (Fii = Foxconn Industrial Internet),Foxconn,https://www.fii-foxconn.com/en/,,,,,,,-,54.9,5.3,0.06,,0.12,0.12,,,963,289,482,578,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"Foxconn Industrial Internet is constructing a data center (The Globe) as well as a modular data center (FoxMOD). The Globe building will be heated via geothermal system and will have a 727,500 Btu/hr natural gas fired boiler for building heat as a back-up to the geothermal system. In addition, one 750-kW diesel fired generator will be installed for FoxMOD and one diesel fired generator (size yet to be determined) will be installed for The Globe.",,,252294350_25229435A-ROPA_Emailed_Application.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Des Plaines,Cambro-Ordovician Aquifer System,no,no,11.0,26,37,26,20,33,32,27,57,39,30,33,8,74,36,53,34,36,41,37,30,46,44,42,33,10,69,"fewer than 10,000","fewer than 5,000",240.8,385.28,0.002,0.003,0,0.48,313.04,not a hyperscaler,
California,1149,Narimes,"8923 Complex Dr, San Diego CA 92123",San Diego,CA,92123,San Diego,California,32.82999426,-117.1341442,2007,2007,,New,,Level 3 Communications,Lumen Technologies,https://news.lumen.com/CenturyLink-to-acquire-Level-3-Communications,,,Detroit Diesel,,,,-,0.1,0.0,0,0.0,,0.001,,947 BHP,706,212,353,424,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,1@947 BHP,,,APCD2007-PTO-981774-Permit Renewal_2025.pdf,Extremely High (>80%),denied,-,-,-,-,-,-,-,-,California,San Diego,-,no,no,4092.0,79,79,63,72,29,79,37,0,73,79,0,68,0,48,46,38,45,34,68,29,0,58,70,0,46,0,"fewer than 10,000","fewer than 5,000",176.5,282.4,0.002,0.002,0,0.35,229.45,not a hyperscaler,
California,1152,Narimes,"9530 Towne Centre Dr #100, San Diego CA 92121",San Diego,CA,92121,San Diego,California,32.88076544,-117.2095216,2005,2005,,New,,Cogent Communications Inc,Cogent,see Cogent list; Data Center Dynamics article,,,Cummins,,,,-,,,-,,,,,1135 HP,846,254,423,508,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,1@1135 BHP,,,APCD2005-PTO-975089-Permit Renewal_2025.pdf,Extremely High (>80%),denied,-,-,-,-,-,-,-,-,California,San Diego,-,no,no,17522.0,87,86,70,81,28,85,22,0,46,88,0,84,0,57,50,43,59,32,68,17,0,26,83,0,69,0,"More than 10,000","More than 5,000",211.5,338.4,0.002,0.003,0,0.42,274.95,not a hyperscaler,
Missouri,1164,Narimes,"710 N Tucker #420, St. Louis MO 63101",St. Louis,MO,63101,St. Louis,Midwest,38.63290367,-90.19582373,2001,2001,,New,,"XO Communications, Inc",Verizon,https://www.verizon.com/about/news/verizon-completes-purchase-xo-communications-fiber-business,,,Caterpillar,,,,0.24,8.05,1.84,2.71,,,0.23,,,1000,300,500,600,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,Caterpillar - 1000kW,,,XO_Communications_2002 (1).pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Cahokia / Joachim,-,yes,yes,14398.0,85,85,88,90,88,88,84,92,91,89,89,89,94,92,92,92,92,89,93,87,93,93,92,93,91,96,"More than 10,000","More than 5,000",250,400,0.002,0.004,0,0.5,325,not a hyperscaler,
Pennsylvania,1221,Narimes,"1137 Branchton Rd, Boyers PA 16020",Boyers,PA,16020,Butler,Mid-Atlantic,41.09224764,-79.91223082,2024,2024,,New,,Iron Mountain Information Management LLC,Iron Mountain,in the name itself,,,Caterpillar,,,,0.012,0.87,0.1,-,,0.01,0.01,,1352 BHP,1008,302,504,605,not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,one caterpillar engine at 1352 BHP,,,Iron Mountain Information Management Issued Plan Approval 10-00265F (002).pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Connoquenessing,-,no,no,188.0,31,41,20,15,49,9,42,63,0,16,32,58,78,29,53,28,13,42,7,31,59,0,9,24,68,88,"fewer than 10,000","fewer than 5,000",252,403.2,0.002,0.004,0,0.5,327.6,not a hyperscaler,
